src/sqlfluff/cli/commands.py,{'num_tokens', 7513, 'lines_of_code', 903, 'num_conditions', 74, 'num_loops', 14, 'num_assignments', 137, 'num_max_nested_loop', 2, 'num_max_nested_if', 6, 'num_max_conditions_in_if', 3, 'max_line_tokens', 26, 'num_of_variables', 67, 'num_of_arrays', 15, 'num_of_operators', 89, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 1, 'entropy', 7.539963357791951}
src/sqlfluff/core/rules/std/L021.py,{'num_tokens', 222, 'lines_of_code', 19, 'num_conditions', 4, 'num_loops', 1, 'num_assignments', 4, 'num_max_nested_loop', 1, 'num_max_nested_if', 2, 'num_max_conditions_in_if', 1, 'max_line_tokens', 17, 'num_of_variables', 5, 'num_of_arrays', 0, 'num_of_operators', 3, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 0, 'entropy', 5.814572946621477}
src/sqlfluff/core/rules/std/L022.py,{'num_tokens', 1093, 'lines_of_code', 105, 'num_conditions', 19, 'num_loops', 5, 'num_assignments', 41, 'num_max_nested_loop', 2, 'num_max_nested_if', 6, 'num_max_conditions_in_if', 2, 'max_line_tokens', 23, 'num_of_variables', 23, 'num_of_arrays', 7, 'num_of_operators', 31, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 1, 'entropy', 7.016645845113687}
src/sqlfluff/core/rules/std/L023.py,{'num_tokens', 401, 'lines_of_code', 46, 'num_conditions', 6, 'num_loops', 3, 'num_assignments', 13, 'num_max_nested_loop', 1, 'num_max_nested_if', 5, 'num_max_conditions_in_if', 3, 'max_line_tokens', 18, 'num_of_variables', 12, 'num_of_arrays', 6, 'num_of_operators', 11, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 0, 'entropy', 6.373404662570526}
src/sqlfluff/core/rules/std/L029.py,{'num_tokens', 180, 'lines_of_code', 17, 'num_conditions', 1, 'num_loops', 0, 'num_assignments', 1, 'num_max_nested_loop', 0, 'num_max_nested_if', 1, 'num_max_conditions_in_if', 3, 'max_line_tokens', 16, 'num_of_variables', 1, 'num_of_arrays', 1, 'num_of_operators', 3, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 0, 'entropy', 5.832158271972978}
src/sqlfluff/core/rules/std/L031.py,{'num_tokens', 974, 'lines_of_code', 111, 'num_conditions', 11, 'num_loops', 11, 'num_assignments', 29, 'num_max_nested_loop', 2, 'num_max_nested_if', 2, 'num_max_conditions_in_if', 3, 'max_line_tokens', 27, 'num_of_variables', 30, 'num_of_arrays', 9, 'num_of_operators', 16, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 1, 'entropy', 7.033567852406669}
src/sqlfluff/core/rules/std/L032.py,{'num_tokens', 181, 'lines_of_code', 15, 'num_conditions', 2, 'num_loops', 1, 'num_assignments', 0, 'num_max_nested_loop', 1, 'num_max_nested_if', 2, 'num_max_conditions_in_if', 2, 'max_line_tokens', 14, 'num_of_variables', 1, 'num_of_arrays', 1, 'num_of_operators', 2, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 0, 'entropy', 5.776317178085474}
src/sqlfluff/core/rules/std/L033.py,{'num_tokens', 299, 'lines_of_code', 21, 'num_conditions', 2, 'num_loops', 0, 'num_assignments', 3, 'num_max_nested_loop', 0, 'num_max_nested_if', 2, 'num_max_conditions_in_if', 3, 'max_line_tokens', 19, 'num_of_variables', 3, 'num_of_arrays', 2, 'num_of_operators', 7, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 0, 'entropy', 6.0229855998557404}
src/sqlfluff/core/rules/std/L034.py,{'num_tokens', 819, 'lines_of_code', 76, 'num_conditions', 11, 'num_loops', 8, 'num_assignments', 11, 'num_max_nested_loop', 3, 'num_max_nested_if', 5, 'num_max_conditions_in_if', 3, 'max_line_tokens', 20, 'num_of_variables', 13, 'num_of_arrays', 10, 'num_of_operators', 24, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 0, 'entropy', 6.741686130608551}
src/sqlfluff/core/rules/std/L035.py,{'num_tokens', 403, 'lines_of_code', 24, 'num_conditions', 4, 'num_loops', 2, 'num_assignments', 3, 'num_max_nested_loop', 2, 'num_max_nested_if', 3, 'num_max_conditions_in_if', 2, 'max_line_tokens', 19, 'num_of_variables', 4, 'num_of_arrays', 1, 'num_of_operators', 9, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 0, 'entropy', 6.427168404220089}
src/sqlfluff/core/rules/std/L037.py,{'num_tokens', 532, 'lines_of_code', 63, 'num_conditions', 7, 'num_loops', 3, 'num_assignments', 15, 'num_max_nested_loop', 1, 'num_max_nested_if', 3, 'num_max_conditions_in_if', 2, 'max_line_tokens', 21, 'num_of_variables', 14, 'num_of_arrays', 5, 'num_of_operators', 9, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 0, 'entropy', 6.599427909683899}
src/sqlfluff/core/rules/std/L038.py,{'num_tokens', 324, 'lines_of_code', 31, 'num_conditions', 6, 'num_loops', 1, 'num_assignments', 4, 'num_max_nested_loop', 1, 'num_max_nested_if', 4, 'num_max_conditions_in_if', 1, 'max_line_tokens', 14, 'num_of_variables', 4, 'num_of_arrays', 4, 'num_of_operators', 3, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 0, 'entropy', 6.20184915266441}
src/sqlfluff/core/rules/std/L039.py,{'num_tokens', 249, 'lines_of_code', 38, 'num_conditions', 7, 'num_loops', 1, 'num_assignments', 11, 'num_max_nested_loop', 1, 'num_max_nested_if', 5, 'num_max_conditions_in_if', 1, 'max_line_tokens', 14, 'num_of_variables', 4, 'num_of_arrays', 2, 'num_of_operators', 2, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 0, 'entropy', 5.830548585318027}
src/sqlfluff/core/rules/std/L041.py,{'num_tokens', 372, 'lines_of_code', 34, 'num_conditions', 4, 'num_loops', 1, 'num_assignments', 8, 'num_max_nested_loop', 0, 'num_max_nested_if', 2, 'num_max_conditions_in_if', 1, 'max_line_tokens', 18, 'num_of_variables', 8, 'num_of_arrays', 3, 'num_of_operators', 5, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 0, 'entropy', 6.139404281980152}
src/sqlfluff/core/rules/std/L042.py,{'num_tokens', 410, 'lines_of_code', 33, 'num_conditions', 4, 'num_loops', 2, 'num_assignments', 7, 'num_max_nested_loop', 2, 'num_max_nested_if', 2, 'num_max_conditions_in_if', 1, 'max_line_tokens', 16, 'num_of_variables', 8, 'num_of_arrays', 5, 'num_of_operators', 2, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 0, 'entropy', 6.52885796088269}
src/sqlfluff/core/rules/std/L043.py,{'num_tokens', 858, 'lines_of_code', 92, 'num_conditions', 10, 'num_loops', 6, 'num_assignments', 19, 'num_max_nested_loop', 1, 'num_max_nested_if', 3, 'num_max_conditions_in_if', 3, 'max_line_tokens', 22, 'num_of_variables', 13, 'num_of_arrays', 11, 'num_of_operators', 22, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 0, 'entropy', 6.424794998340287}
src/sqlfluff/core/rules/std/L044.py,{'num_tokens', 852, 'lines_of_code', 60, 'num_conditions', 6, 'num_loops', 3, 'num_assignments', 6, 'num_max_nested_loop', 3, 'num_max_nested_if', 3, 'num_max_conditions_in_if', 1, 'max_line_tokens', 25, 'num_of_variables', 7, 'num_of_arrays', 0, 'num_of_operators', 2, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 0, 'entropy', 6.974822612943721}
src/sqlfluff/core/rules/std/L045.py,{'num_tokens', 285, 'lines_of_code', 28, 'num_conditions', 4, 'num_loops', 2, 'num_assignments', 1, 'num_max_nested_loop', 2, 'num_max_nested_if', 3, 'num_max_conditions_in_if', 1, 'max_line_tokens', 17, 'num_of_variables', 3, 'num_of_arrays', 0, 'num_of_operators', 1, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 0, 'entropy', 6.106519306591018}
src/sqlfluff/core/errors.py,{'num_tokens', 1379, 'lines_of_code', 118, 'num_conditions', 13, 'num_loops', 0, 'num_assignments', 23, 'num_max_nested_loop', 0, 'num_max_nested_if', 4, 'num_max_conditions_in_if', 1, 'max_line_tokens', 32, 'num_of_variables', 5, 'num_of_arrays', 2, 'num_of_operators', 5, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 1, 'entropy', 6.598225008587164}
src/sqlfluff/cli/commands.py,{'num_tokens', 6566, 'lines_of_code', 783, 'num_conditions', 59, 'num_loops', 14, 'num_assignments', 122, 'num_max_nested_loop', 2, 'num_max_nested_if', 5, 'num_max_conditions_in_if', 3, 'max_line_tokens', 26, 'num_of_variables', 66, 'num_of_arrays', 15, 'num_of_operators', 65, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 1, 'entropy', 7.5151747812705425}
src/sqlfluff/cli/click_deprecated_option.py,{'num_tokens', 639, 'lines_of_code', 45, 'num_conditions', 3, 'num_loops', 1, 'num_assignments', 12, 'num_max_nested_loop', 1, 'num_max_nested_if', 1, 'num_max_conditions_in_if', 1, 'max_line_tokens', 16, 'num_of_variables', 9, 'num_of_arrays', 0, 'num_of_operators', 5, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 2, 'entropy', 6.781758347569527}
src/sqlfluff/core/linter/linter.py,{'num_tokens', 7053, 'lines_of_code', 789, 'num_conditions', 82, 'num_loops', 35, 'num_assignments', 160, 'num_max_nested_loop', 4, 'num_max_nested_if', 6, 'num_max_conditions_in_if', 3, 'max_line_tokens', 29, 'num_of_variables', 121, 'num_of_arrays', 33, 'num_of_operators', 77, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 1, 'entropy', 7.767649106294517}
src/sqlfluff/core/errors.py,{'num_tokens', 1303, 'lines_of_code', 123, 'num_conditions', 13, 'num_loops', 4, 'num_assignments', 27, 'num_max_nested_loop', 0, 'num_max_nested_if', 1, 'num_max_conditions_in_if', 2, 'max_line_tokens', 29, 'num_of_variables', 7, 'num_of_arrays', 1, 'num_of_operators', 8, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 0, 'entropy', 6.827923488034644}
src/sqlfluff/core/linter/linted_file.py,{'num_tokens', 3576, 'lines_of_code', 338, 'num_conditions', 40, 'num_loops', 21, 'num_assignments', 69, 'num_max_nested_loop', 2, 'num_max_nested_if', 4, 'num_max_conditions_in_if', 2, 'max_line_tokens', 23, 'num_of_variables', 53, 'num_of_arrays', 15, 'num_of_operators', 54, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 1, 'entropy', 7.7353565991048505}
src/sqlfluff/core/templaters/placeholder.py,{'num_tokens', 1438, 'lines_of_code', 133, 'num_conditions', 7, 'num_loops', 1, 'num_assignments', 30, 'num_max_nested_loop', 1, 'num_max_nested_if', 3, 'num_max_conditions_in_if', 2, 'max_line_tokens', 36, 'num_of_variables', 20, 'num_of_arrays', 3, 'num_of_operators', 21, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 1, 'entropy', 6.809030160500223}
src/sqlfluff/cli/commands.py,{'num_tokens', 6360, 'lines_of_code', 742, 'num_conditions', 64, 'num_loops', 14, 'num_assignments', 111, 'num_max_nested_loop', 2, 'num_max_nested_if', 5, 'num_max_conditions_in_if', 3, 'max_line_tokens', 26, 'num_of_variables', 62, 'num_of_arrays', 14, 'num_of_operators', 70, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 1, 'entropy', 7.488944662945062}
src/sqlfluff/core/templaters/slicers/tracer.py,{'num_tokens', 3962, 'lines_of_code', 351, 'num_conditions', 42, 'num_loops', 6, 'num_assignments', 104, 'num_max_nested_loop', 2, 'num_max_nested_if', 5, 'num_max_conditions_in_if', 3, 'max_line_tokens', 24, 'num_of_variables', 56, 'num_of_arrays', 14, 'num_of_operators', 96, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 2, 'entropy', 7.537964955429618}
src/sqlfluff/cli/formatters.py,{'num_tokens', 2186, 'lines_of_code', 251, 'num_conditions', 32, 'num_loops', 7, 'num_assignments', 46, 'num_max_nested_loop', 1, 'num_max_nested_if', 3, 'num_max_conditions_in_if', 2, 'max_line_tokens', 23, 'num_of_variables', 31, 'num_of_arrays', 7, 'num_of_operators', 48, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 0, 'entropy', 6.877312428152129}
src/sqlfluff/cli/outputstream.py,{'num_tokens', 442, 'lines_of_code', 48, 'num_conditions', 2, 'num_loops', 0, 'num_assignments', 2, 'num_max_nested_loop', 0, 'num_max_nested_if', 2, 'num_max_conditions_in_if', 2, 'max_line_tokens', 16, 'num_of_variables', 0, 'num_of_arrays', 0, 'num_of_operators', 4, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 0, 'entropy', 5.907424382473379}
src/sqlfluff/rules/L065.py,{'num_tokens', 758, 'lines_of_code', 76, 'num_conditions', 4, 'num_loops', 1, 'num_assignments', 16, 'num_max_nested_loop', 1, 'num_max_nested_if', 3, 'num_max_conditions_in_if', 2, 'max_line_tokens', 20, 'num_of_variables', 17, 'num_of_arrays', 5, 'num_of_operators', 5, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 0, 'entropy', 6.819702635810185}
src/sqlfluff/core/parser/segments/base.py,{'num_tokens', 10884, 'lines_of_code', 1061, 'num_conditions', 112, 'num_loops', 61, 'num_assignments', 170, 'num_max_nested_loop', 3, 'num_max_nested_if', 6, 'num_max_conditions_in_if', 2, 'max_line_tokens', 27, 'num_of_variables', 108, 'num_of_arrays', 32, 'num_of_operators', 165, 'num_of_missing_conditions', 1, 'num_of_nested_casting', 4, 'entropy', 7.908847231844366}
src/sqlfluff/rules/L028.py,{'num_tokens', 1573, 'lines_of_code', 182, 'num_conditions', 29, 'num_loops', 9, 'num_assignments', 29, 'num_max_nested_loop', 2, 'num_max_nested_if', 3, 'num_max_conditions_in_if', 2, 'max_line_tokens', 19, 'num_of_variables', 29, 'num_of_arrays', 10, 'num_of_operators', 26, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 1, 'entropy', 7.322601647740421}
src/sqlfluff/rules/L042.py,{'num_tokens', 2575, 'lines_of_code', 352, 'num_conditions', 24, 'num_loops', 18, 'num_assignments', 82, 'num_max_nested_loop', 3, 'num_max_nested_if', 2, 'num_max_conditions_in_if', 3, 'max_line_tokens', 23, 'num_of_variables', 77, 'num_of_arrays', 17, 'num_of_operators', 35, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 1, 'entropy', 7.210020400560481}
src/sqlfluff/utils/analysis/select_crawler.py,{'num_tokens', 2639, 'lines_of_code', 273, 'num_conditions', 46, 'num_loops', 10, 'num_assignments', 56, 'num_max_nested_loop', 1, 'num_max_nested_if', 6, 'num_max_conditions_in_if', 2, 'max_line_tokens', 27, 'num_of_variables', 40, 'num_of_arrays', 19, 'num_of_operators', 58, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 1, 'entropy', 7.096372495788443}
src/sqlfluff/cli/commands.py,{'num_tokens', 6249, 'lines_of_code', 741, 'num_conditions', 57, 'num_loops', 13, 'num_assignments', 113, 'num_max_nested_loop', 2, 'num_max_nested_if', 5, 'num_max_conditions_in_if', 3, 'max_line_tokens', 23, 'num_of_variables', 61, 'num_of_arrays', 14, 'num_of_operators', 65, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 1, 'entropy', 7.504041276126175}
src/sqlfluff/cli/formatters.py,{'num_tokens', 3376, 'lines_of_code', 424, 'num_conditions', 51, 'num_loops', 17, 'num_assignments', 68, 'num_max_nested_loop', 2, 'num_max_nested_if', 3, 'num_max_conditions_in_if', 2, 'max_line_tokens', 22, 'num_of_variables', 55, 'num_of_arrays', 11, 'num_of_operators', 71, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 0, 'entropy', 7.058636449151073}
src/sqlfluff/core/linter/linter.py,{'num_tokens', 7048, 'lines_of_code', 784, 'num_conditions', 83, 'num_loops', 34, 'num_assignments', 158, 'num_max_nested_loop', 4, 'num_max_nested_if', 6, 'num_max_conditions_in_if', 3, 'max_line_tokens', 29, 'num_of_variables', 120, 'num_of_arrays', 32, 'num_of_operators', 79, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 2, 'entropy', 7.772032177109706}
src/sqlfluff/core/linter/runner.py,{'num_tokens', 1417, 'lines_of_code', 156, 'num_conditions', 7, 'num_loops', 4, 'num_assignments', 18, 'num_max_nested_loop', 1, 'num_max_nested_if', 2, 'num_max_conditions_in_if', 1, 'max_line_tokens', 23, 'num_of_variables', 12, 'num_of_arrays', 0, 'num_of_operators', 3, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 0, 'entropy', 7.178327296515595}
src/sqlfluff/core/templaters/slicers/tracer.py,{'num_tokens', 4442, 'lines_of_code', 402, 'num_conditions', 49, 'num_loops', 6, 'num_assignments', 122, 'num_max_nested_loop', 2, 'num_max_nested_if', 5, 'num_max_conditions_in_if', 3, 'max_line_tokens', 24, 'num_of_variables', 60, 'num_of_arrays', 14, 'num_of_operators', 106, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 2, 'entropy', 7.519394052421844}
src/sqlfluff/cli/__init__.py,{'num_tokens', 20, 'lines_of_code', 4, 'num_conditions', 0, 'num_loops', 0, 'num_assignments', 3, 'num_max_nested_loop', 0, 'num_max_nested_if', 0, 'num_max_conditions_in_if', 0, 'max_line_tokens', 11, 'num_of_variables', 3, 'num_of_arrays', 0, 'num_of_operators', 0, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 0, 'entropy', 3.5841837197791886}
src/sqlfluff/cli/commands.py,{'num_tokens', 5998, 'lines_of_code', 714, 'num_conditions', 56, 'num_loops', 11, 'num_assignments', 110, 'num_max_nested_loop', 2, 'num_max_nested_if', 5, 'num_max_conditions_in_if', 3, 'max_line_tokens', 23, 'num_of_variables', 57, 'num_of_arrays', 13, 'num_of_operators', 64, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 1, 'entropy', 7.481865251764496}
src/sqlfluff/cli/formatters.py,{'num_tokens', 3316, 'lines_of_code', 418, 'num_conditions', 50, 'num_loops', 17, 'num_assignments', 68, 'num_max_nested_loop', 2, 'num_max_nested_if', 3, 'num_max_conditions_in_if', 2, 'max_line_tokens', 22, 'num_of_variables', 55, 'num_of_arrays', 11, 'num_of_operators', 70, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 0, 'entropy', 7.064113636307514}
src/sqlfluff/core/linter/linting_result.py,{'num_tokens', 1427, 'lines_of_code', 155, 'num_conditions', 9, 'num_loops', 19, 'num_assignments', 29, 'num_max_nested_loop', 3, 'num_max_nested_if', 3, 'num_max_conditions_in_if', 1, 'max_line_tokens', 30, 'num_of_variables', 21, 'num_of_arrays', 5, 'num_of_operators', 14, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 2, 'entropy', 6.673000267684986}
src/sqlfluff/rules/L031.py,{'num_tokens', 996, 'lines_of_code', 116, 'num_conditions', 12, 'num_loops', 11, 'num_assignments', 30, 'num_max_nested_loop', 2, 'num_max_nested_if', 2, 'num_max_conditions_in_if', 3, 'max_line_tokens', 27, 'num_of_variables', 30, 'num_of_arrays', 9, 'num_of_operators', 17, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 1, 'entropy', 7.027095243577714}
src/sqlfluff/rules/L039.py,{'num_tokens', 287, 'lines_of_code', 36, 'num_conditions', 6, 'num_loops', 1, 'num_assignments', 10, 'num_max_nested_loop', 1, 'num_max_nested_if', 5, 'num_max_conditions_in_if', 1, 'max_line_tokens', 19, 'num_of_variables', 4, 'num_of_arrays', 2, 'num_of_operators', 3, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 0, 'entropy', 6.184763938292753}
src/sqlfluff/core/templaters/base.py,{'num_tokens', 2823, 'lines_of_code', 259, 'num_conditions', 37, 'num_loops', 13, 'num_assignments', 72, 'num_max_nested_loop', 2, 'num_max_nested_if', 3, 'num_max_conditions_in_if', 2, 'max_line_tokens', 23, 'num_of_variables', 43, 'num_of_arrays', 8, 'num_of_operators', 88, 'num_of_missing_conditions', 1, 'num_of_nested_casting', 3, 'entropy', 7.3531102141345634}
src/sqlfluff/core/parser/helpers.py,{'num_tokens', 538, 'lines_of_code', 45, 'num_conditions', 4, 'num_loops', 4, 'num_assignments', 8, 'num_max_nested_loop', 1, 'num_max_nested_if', 1, 'num_max_conditions_in_if', 1, 'max_line_tokens', 28, 'num_of_variables', 8, 'num_of_arrays', 0, 'num_of_operators', 12, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 0, 'entropy', 6.2518547685046535}
src/sqlfluff/core/linter/linted_file.py,{'num_tokens', 2984, 'lines_of_code', 314, 'num_conditions', 37, 'num_loops', 19, 'num_assignments', 64, 'num_max_nested_loop', 2, 'num_max_nested_if', 7, 'num_max_conditions_in_if', 2, 'max_line_tokens', 23, 'num_of_variables', 50, 'num_of_arrays', 13, 'num_of_operators', 50, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 1, 'entropy', 7.583498242703291}
src/sqlfluff/cli/commands.py,{'num_tokens', 7683, 'lines_of_code', 922, 'num_conditions', 76, 'num_loops', 14, 'num_assignments', 141, 'num_max_nested_loop', 2, 'num_max_nested_if', 6, 'num_max_conditions_in_if', 3, 'max_line_tokens', 26, 'num_of_variables', 68, 'num_of_arrays', 15, 'num_of_operators', 91, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 1, 'entropy', 7.547781544006801}
src/sqlfluff/core/config.py,{'num_tokens', 8384, 'lines_of_code', 646, 'num_conditions', 73, 'num_loops', 32, 'num_assignments', 150, 'num_max_nested_loop', 3, 'num_max_nested_if', 4, 'num_max_conditions_in_if', 3, 'max_line_tokens', 42, 'num_of_variables', 91, 'num_of_arrays', 24, 'num_of_operators', 85, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 4, 'entropy', 7.442033400135686}
src/sqlfluff/core/linter/linter.py,{'num_tokens', 7352, 'lines_of_code', 833, 'num_conditions', 84, 'num_loops', 36, 'num_assignments', 168, 'num_max_nested_loop', 5, 'num_max_nested_if', 5, 'num_max_conditions_in_if', 2, 'max_line_tokens', 29, 'num_of_variables', 126, 'num_of_arrays', 31, 'num_of_operators', 86, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 2, 'entropy', 7.763217291795394}
src/sqlfluff/rules/layout/LT12.py,{'num_tokens', 823, 'lines_of_code', 65, 'num_conditions', 8, 'num_loops', 3, 'num_assignments', 17, 'num_max_nested_loop', 1, 'num_max_nested_if', 2, 'num_max_conditions_in_if', 1, 'max_line_tokens', 19, 'num_of_variables', 16, 'num_of_arrays', 5, 'num_of_operators', 7, 'num_of_missing_conditions', 1, 'num_of_nested_casting', 0, 'entropy', 6.867235286316731}
src/sqlfluff/utils/reflow/sequence.py,{'num_tokens', 3779, 'lines_of_code', 345, 'num_conditions', 27, 'num_loops', 15, 'num_assignments', 45, 'num_max_nested_loop', 1, 'num_max_nested_if', 3, 'num_max_conditions_in_if', 3, 'max_line_tokens', 21, 'num_of_variables', 37, 'num_of_arrays', 20, 'num_of_operators', 56, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 2, 'entropy', 7.609133947697477}
src/sqlfluff/rules/L027.py,{'num_tokens', 417, 'lines_of_code', 40, 'num_conditions', 4, 'num_loops', 3, 'num_assignments', 4, 'num_max_nested_loop', 1, 'num_max_nested_if', 1, 'num_max_conditions_in_if', 3, 'max_line_tokens', 17, 'num_of_variables', 7, 'num_of_arrays', 3, 'num_of_operators', 11, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 1, 'entropy', 6.681389762962349}
src/sqlfluff/core/parser/segments/base.py,{'num_tokens', 11478, 'lines_of_code', 1020, 'num_conditions', 115, 'num_loops', 63, 'num_assignments', 160, 'num_max_nested_loop', 3, 'num_max_nested_if', 5, 'num_max_conditions_in_if', 3, 'max_line_tokens', 27, 'num_of_variables', 110, 'num_of_arrays', 28, 'num_of_operators', 173, 'num_of_missing_conditions', 2, 'num_of_nested_casting', 5, 'entropy', 8.008581794549892}
src/sqlfluff/core/rules/base.py,{'num_tokens', 10751, 'lines_of_code', 843, 'num_conditions', 116, 'num_loops', 56, 'num_assignments', 185, 'num_max_nested_loop', 2, 'num_max_nested_if', 5, 'num_max_conditions_in_if', 3, 'max_line_tokens', 32, 'num_of_variables', 134, 'num_of_arrays', 37, 'num_of_operators', 142, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 4, 'entropy', 8.083682293185596}
src/sqlfluff/core/parser/grammar/base.py,{'num_tokens', 4510, 'lines_of_code', 343, 'num_conditions', 39, 'num_loops', 11, 'num_assignments', 50, 'num_max_nested_loop', 2, 'num_max_nested_if', 6, 'num_max_conditions_in_if', 2, 'max_line_tokens', 24, 'num_of_variables', 36, 'num_of_arrays', 8, 'num_of_operators', 39, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 0, 'entropy', 7.801490070184586}
src/sqlfluff/core/parser/grammar/greedy.py,{'num_tokens', 200, 'lines_of_code', 32, 'num_conditions', 0, 'num_loops', 0, 'num_assignments', 0, 'num_max_nested_loop', 0, 'num_max_nested_if', 0, 'num_max_conditions_in_if', 0, 'max_line_tokens', 16, 'num_of_variables', 0, 'num_of_arrays', 0, 'num_of_operators', 0, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 0, 'entropy', 5.722869305359744}
src/sqlfluff/core/parser/grammar/sequence.py,{'num_tokens', 4046, 'lines_of_code', 317, 'num_conditions', 39, 'num_loops', 9, 'num_assignments', 66, 'num_max_nested_loop', 2, 'num_max_nested_if', 2, 'num_max_conditions_in_if', 3, 'max_line_tokens', 20, 'num_of_variables', 49, 'num_of_arrays', 9, 'num_of_operators', 64, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 0, 'entropy', 7.717182072292748}
src/sqlfluff/core/parser/match_algorithms.py,{'num_tokens', 3236, 'lines_of_code', 243, 'num_conditions', 40, 'num_loops', 11, 'num_assignments', 59, 'num_max_nested_loop', 2, 'num_max_nested_if', 7, 'num_max_conditions_in_if', 3, 'max_line_tokens', 20, 'num_of_variables', 51, 'num_of_arrays', 8, 'num_of_operators', 60, 'num_of_missing_conditions', 2, 'num_of_nested_casting', 0, 'entropy', 7.6723989179401135}
src/sqlfluff/core/parser/match_logging.py,{'num_tokens', 558, 'lines_of_code', 68, 'num_conditions', 5, 'num_loops', 1, 'num_assignments', 12, 'num_max_nested_loop', 0, 'num_max_nested_if', 2, 'num_max_conditions_in_if', 1, 'max_line_tokens', 40, 'num_of_variables', 5, 'num_of_arrays', 1, 'num_of_operators', 5, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 0, 'entropy', 6.151700646645117}
src/sqlfluff/core/rules/analysis/select_crawler.py,{'num_tokens', 2234, 'lines_of_code', 216, 'num_conditions', 35, 'num_loops', 7, 'num_assignments', 48, 'num_max_nested_loop', 1, 'num_max_nested_if', 6, 'num_max_conditions_in_if', 2, 'max_line_tokens', 27, 'num_of_variables', 31, 'num_of_arrays', 14, 'num_of_operators', 39, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 1, 'entropy', 7.091134119541333}
src/sqlfluff/rules/L045.py,{'num_tokens', 271, 'lines_of_code', 25, 'num_conditions', 5, 'num_loops', 3, 'num_assignments', 1, 'num_max_nested_loop', 2, 'num_max_nested_if', 3, 'num_max_conditions_in_if', 1, 'max_line_tokens', 17, 'num_of_variables', 4, 'num_of_arrays', 1, 'num_of_operators', 0, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 0, 'entropy', 6.184067781185024}
src/sqlfluff/cli/commands.py,{'num_tokens', 6268, 'lines_of_code', 716, 'num_conditions', 59, 'num_loops', 12, 'num_assignments', 94, 'num_max_nested_loop', 2, 'num_max_nested_if', 4, 'num_max_conditions_in_if', 3, 'max_line_tokens', 26, 'num_of_variables', 56, 'num_of_arrays', 13, 'num_of_operators', 61, 'num_of_missing_conditions', 0, 'num_of_nested_casting', 1, 'entropy', 7.504651444360968}
